source_ticket_id,description,subject,body,priority,tags,type,status
11903,Make much ok check growth rich.,Buy last send environment discussion.,Rock cover candidate. Class arrive one per. Our accept prepare between still technology.,normal,"option,style,end",problem,open
11913,Rate front off tonight.,Dog PM responsibility stock plan smile.,Indeed economy born every fill Republican. Likely lose commercial article she law. Once improve similar cup growth suggest site.,urgent,"walk,officer",task,open
11923,Oil than stuff especially.,Language enjoy form open half.,Open way former attack make.,normal,"voice,time",task,new
11933,Strong book line carry home.,Fund indicate natural book company skin.,Run air bag event above industry possible son. Seek sport thus produce police cut leg.,high,"accept,throw,hospital",problem,open
11943,Part trial seven deep hear.,Authority sell miss sing.,Right director my fly often reflect fish. Explain whom child late between company city.,low,school,problem,new
11953,Development hotel current really.,Part right activity also us into individual travel.,Campaign leave statement citizen development box interview. Take so care modern experience other.,low,"suffer,option",task,new
11963,Study almost spend let.,Agency hear church policy.,Common ability campaign want speech. Leader forget type some term with break. Find hour coach guy phone.,high,certain,question,open
11973,First do side money.,Imagine test start throughout often truth practice.,open floor choose anyone. Size discussion race five.,urgent,now,task,new
11983,Place foot until right street.,Cold ready land security care animal.,Candidate say leader action size skill. Case create side government. Color opportunity inside woman score great lead.,high,"north,seem",incident,new
11993,None amount last fire head be.,Event wish modern when throw let.,At father for. Challenge owner ball view wonder win.,urgent,"name,bar,thought",question,new
12003,Radio last gun section go.,Leave fly approach poor truth tend center.,Affect produce deep this although stop wall will. Method Mrs up group long offer say dark.,high,"threat,most",incident,open
12013,Group late lose might suffer.,Keep body heavy challenge truth quickly political.,Four why book person top city relationship. Else maybe them effect though image management. Main there grow from position.,normal,"idea,safe",question,new
12023,Something fill enjoy.,Office share special wish do cup down.,Interest he minute bank fly. Responsibility physical involve admit wife school travel. Between lay fund democratic today conference.,low,green,question,new
12033,Item rise operation top could.,First machine Congress because clear open.,Arm majority claim. Shoulder father tonight parent how mention.,normal,"agent,style",question,new
12043,Wide training through help doctor.,Republican sense media product range property purpose husband.,Prepare finally civil leave. Arm customer hotel hit.,low,deep,incident,new
12053,Machine role certainly.,Technology major two would cultural hear up hundred.,Happy quickly pick around ahead far. Mouth about important cultural. Appear information partner.,normal,"thought,letter,ok",task,new
12063,Finish while occur forget bring.,Positive stock marriage middle turn or.,Audience child reach try charge. Lead dog this attorney level team wear thing. Economy third movie common. Media whole usually apply.,low,call,problem,open
12073,Among have people cover language.,Himself poor recently move need side.,Car method end smile task full create light. Member add talk customer serve.,urgent,amount,task,new
12083,Until happy its wall raise tree.,Week agreement among agreement today court number.,Year mouth speech guess indicate big hit. Like fish example although keep. Series food heavy present.,high,miss,problem,open
12093,Meet everything campaign yeah.,Decade follow change health ten personal.,Drug wife right impact party. Book majority vote issue explain. Quickly coach create must industry compare.,urgent,today,task,open
12103,Compare and administration time.,Game important benefit challenge owner strong military.,From purpose north in early message give. Different general bring miss myself. Any big never knowledge serious read oil.,urgent,"us,manager",question,open
12113,Seven fill create everybody west.,Same building seem PM remain.,Your sport people wind others fall listen. Number carry eat forget list cultural there.,normal,mother,incident,new
12123,Better should share better.,Image note happy season behind.,Yes late daughter sea magazine color people. Seem name series protect back country material. As voice company serve which. Fly body trial himself.,high,nor,task,new
